ref_no,title,make,model,year,mileage,engine_cc,transmission,fuel,seats,location,price_usd,total_price_usd,price_ugx,total_price_ugx,url,source
CB205286,2008 SUZUKI EVERY WAGON,Suzuki,Every,2008,89559.0,660.0,AT,Petrol,4,Location,,,,,/suzuki/every-wagon/cb205286/id/13262700/,BeForward
CB205287,2004 DAIHATSU COPEN,Daihatsu,Copen,2004,62711.0,660.0,AT,Petrol,2,Location,,,,,/daihatsu/copen/cb205287/id/13262701/,BeForward
CB205288,2012 DAIHATSU MOVE CONTE,Daihatsu,Move,2012,72868.0,660.0,CVT,Petrol,4,Location,,,,,/daihatsu/move-conte/cb205288/id/13262702/,BeForward
CB205289,2012 TOYOTA AQUA,Toyota,Aqua,2012,42680.0,1500.0,CVT,Hybrid(Petrol),5,Location,,,,,/toyota/aqua/cb205289/id/13262703/,BeForward
CB205290,2014 MAZDA DEMIO,Mazda,Demio,2014,66273.0,1500.0,AT,Diesel,5,Location,,,,,/mazda/demio/cb205290/id/13262704/,BeForward
CB205291,2013 NISSAN MARCH,Nissan,March,2013,42838.0,1200.0,CVT,Petrol,5,Location,,,,,/nissan/march/cb205291/id/13262705/,BeForward
CB205292,2009 NISSAN DUALIS,Nissan,Dualis,2009,63628.0,2000.0,CVT,Petrol,5,Location,,,,,/nissan/dualis/cb205292/id/13262706/,BeForward
CB205293,2014 SUZUKI SPACIA,Suzuki,Spacia,2014,53921.0,660.0,CVT,Petrol,4,Location,,,,,/suzuki/spacia/cb205293/id/13262707/,BeForward
CB205294,2019 DAIHATSU MIRA ES,Daihatsu,Mira,2019,56312.0,660.0,CVT,Petrol,4,Location,,,,,/daihatsu/mira-es/cb205294/id/13262708/,BeForward
CB205269,"2024 MAZDA MAZDA2
                                 1.3 C",Mazda,Mazda2,2024,11300.0,1299.0,AT,Petrol,5,Location,,,,,/mazda/mazda2/cb205269/id/13262683/,BeForward
CB205268,"2024 MAZDA MAZDA2
                                 1.3 S",Mazda,Mazda2,2024,31000.0,1299.0,AT,Petrol,5,Location,,,,,/mazda/mazda2/cb205268/id/13262682/,BeForward
CB205267,"2024 MAZDA MAZDA2
                                 1.3 SPORT S LEATHER",Mazda,Mazda2,2024,15200.0,1299.0,AT,Petrol,5,Location,,,,,/mazda/mazda2/cb205267/id/13262681/,BeForward
CB205266,"2012 BMW 5 SERIES
                                 2.0 TURBO FULL-SPECS NO-ACCI",Bmw,5,2012,236654.0,1997.0,AT,Petrol,5,Location,,,,,/bmw/5-series/cb205266/id/13262680/,BeForward
BY908882,2012 NISSAN X-TRAIL,Nissan,X-Trail,2012,130000.0,2000.0,AT,Diesel,5,Location,,,,,/nissan/x-trail/by908882/id/12061653/,BeForward
BY867917,2010 TOYOTA CROWN,Toyota,Crown,2010,57000.0,2500.0,AT,Petrol,5,Location,,,,,/toyota/crown/by867917/id/12020263/,BeForward
BY387731,2010 HONDA CR-Z,Honda,Cr-Z,2010,81000.0,1500.0,CVT,Hybrid(Petrol),4,Location,,,,,/honda/cr-z/by387731/id/11535612/,BeForward
BY267318,2017 DAIHATSU HIJET TRUCK,Daihatsu,Hijet,2017,77000.0,660.0,AT,Petrol,2,Location,,,,,/daihatsu/hijet-truck/by267318/id/11414021/,BeForward
BX725501,2019 SUBARU FORESTER,Subaru,Forester,2019,57000.0,2500.0,CVT,Petrol,5,Location,,,,,/subaru/forester/bx725501/id/10951912/,BeForward
BX575104,2016 LAND ROVER RANGE ROVER SPORT,Land,Rover,2016,28000.0,3000.0,AT,Petrol,5,Location,,,,,/land-rover/range-rover-sport/bx575104/id/10800412/,BeForward
BX561990,2013 MITSUBISHI DELICA D5,Mitsubishi,Delica,2013,126000.0,2200.0,AT,Diesel,8,Location,,,,,/mitsubishi/delica-d5/bx561990/id/10786214/,BeForward
BX436617,2017 HONDA N BOX,Honda,N,2017,77000.0,660.0,CVT,Petrol,4,Location,,,,,/honda/n-box/bx436617/id/10660928/,BeForward
BX436615,2015 DAIHATSU CAST,Daihatsu,Cast,2015,67000.0,660.0,CVT,Petrol,4,Location,,,,,/daihatsu/cast/bx436615/id/10660926/,BeForward
BW621086,2022 NISSAN SERENA,Nissan,Serena,2022,65000.0,2000.0,CVT,Hybrid(Petrol),8,Location,,,,,/nissan/serena/bw621086/id/9883552/,BeForward
CA072671,2014 TOYOTA HIACE WAGON,Toyota,Hiace,2014,43000.0,2700.0,AT,Petrol,10,Location,,,,,/toyota/hiace-wagon/ca072671/id/12155244/,BeForward
CA717450,2023 TOYOTA HIACE VAN,Toyota,Hiace,2023,33000.0,2700.0,AT,Petrol,2,Location,,,,,/toyota/hiace-van/ca717450/id/12805441/,BeForward
CA717449,2024 DAIHATSU TANTO,Daihatsu,Tanto,2024,7000.0,660.0,CVT,Petrol,4,Location,,,,,/daihatsu/tanto/ca717449/id/12805440/,BeForward
CA692928,2008 NISSAN CUBE,Nissan,Cube,2008,57000.0,1400.0,AT,Petrol,5,Location,,,,,/nissan/cube/ca692928/id/12780202/,BeForward
CA680686,2020 HONDA FIT,Honda,Fit,2020,55000.0,1500.0,CVT,Hybrid(Petrol),5,Location,,,,,/honda/fit/ca680686/id/12768254/,BeForward
CA549587,2006 TOYOTA ALPHARD,Toyota,Alphard,2006,110000.0,3000.0,AT,Petrol,8,Location,,,,,/toyota/alphard/ca549587/id/12635346/,BeForward
CA514204,2019 TOYOTA NOAH,Toyota,Noah,2019,77000.0,2000.0,CVT,Petrol,8,Location,,,,,/toyota/noah/ca514204/id/12600486/,BeForward
CA514195,2020 NISSAN DAYZ,Nissan,Dayz,2020,42000.0,660.0,CVT,Hybrid(Petrol),4,Location,,,,,/nissan/dayz/ca514195/id/12600477/,BeForward
CA488982,2018 JEEP COMPASS,Jeep,Compass,2018,63000.0,2400.0,AT,Petrol,5,Location,,,,,/jeep/compass/ca488982/id/12575372/,BeForward
CA479319,2013 MITSUBISHI PAJERO,Mitsubishi,Pajero,2013,185000.0,3200.0,AT,Diesel,7,Location,,,,,/mitsubishi/pajero/ca479319/id/12564754/,BeForward
CA488980,2013 NISSAN JUKE,Nissan,Juke,2013,132000.0,1600.0,CVT,Petrol,5,Location,,,,,/nissan/juke/ca488980/id/12575370/,BeForward
CA454656,2025 SUZUKI JIMNY,Suzuki,Jimny,2025,14.0,660.0,AT,Petrol,4,Location,,,,,/suzuki/jimny/ca454656/id/12540276/,BeForward
CA442898,2018 DAIHATSU MIRA,Daihatsu,Mira,2018,46000.0,660.0,CVT,Petrol,4,Location,,,,,/daihatsu/mira/ca442898/id/12528454/,BeForward
CA442897,2015 TOYOTA MARK X,Toyota,Mark,2015,11000.0,2500.0,AT,Petrol,5,Location,,,,,/toyota/mark-x/ca442897/id/12528453/,BeForward
CA442896,2020 SUZUKI JIMNY,Suzuki,Jimny,2020,42000.0,660.0,AT,Petrol,4,Location,,,,,/suzuki/jimny/ca442896/id/12528452/,BeForward
CA442895,2024 MAZDA CAROL,Mazda,Carol,2024,20000.0,660.0,CVT,Hybrid(Petrol),4,Location,,,,,/mazda/carol/ca442895/id/12528451/,BeForward
CA369100,2019 TOYOTA ROOMY,Toyota,Roomy,2019,67000.0,1000.0,CVT,Petrol,5,Location,,,,,/toyota/roomy/ca369100/id/12453941/,BeForward
CA187122,2014 SUBARU LEGACY B4,Subaru,Legacy,2014,73000.0,2500.0,CVT,Petrol,5,Location,,,,,/subaru/legacy-b4/ca187122/id/12270389/,BeForward
CA399695,2014 SUBARU LEVORG,Subaru,Levorg,2014,112000.0,1600.0,CVT,Petrol,5,Location,,,,,/subaru/levorg/ca399695/id/12484425/,BeForward
CA281102,2017 SUZUKI HUSTLER,Suzuki,Hustler,2017,28336.0,660.0,CVT,Hybrid(Petrol),4,Location,,,,,/suzuki/hustler/ca281102/id/12365352/,BeForward
BR942339,2018 TOYOTA ROOMY,Toyota,Roomy,2018,62000.0,1000.0,CVT,Petrol,5,Location,,,,,/toyota/roomy/br942339/id/7352118/,BeForward
CB205257,"2022 TOYOTA COROLLA ALTIS
                                 1.6 G",Toyota,Corolla,2022,96700.0,1598.0,AT,Petrol,5,Location,,,,,/toyota/corolla-altis/cb205257/id/13262671/,BeForward
CA442884,2023 AUDI E- TRON,Audi,E-,2023,31375.0,,AT,Electric,5,Location,,,,,/audi/e-tron/ca442884/id/12528434/,BeForward
CB205255,2020 SUBARU IMPREZA SPORTS,Subaru,Impreza,2020,47482.0,1600.0,CVT,Petrol,5,Location,,,,,/subaru/impreza-sports/cb205255/id/13262669/,BeForward
CB205256,2013 LAND ROVER RANGE ROVER EVOQUE,Land,Rover,2013,76574.0,2000.0,AT,Petrol,5,Location,,,,,/land-rover/range-rover-evoque/cb205256/id/13262670/,BeForward
CB205258,2014 TOYOTA VOXY,Toyota,Voxy,2014,97494.0,2000.0,CVT,Petrol,7,Location,,,,,/toyota/voxy/cb205258/id/13262672/,BeForward
CB205259,2013 TOYOTA ESTIMA,Toyota,Estima,2013,109612.0,2400.0,CVT,Petrol,7,Location,,,,,/toyota/estima/cb205259/id/13262673/,BeForward
CB205260,2022 TOYOTA YARIS,Toyota,Yaris,2022,107173.0,1500.0,CVT,Petrol,5,Location,,,,,/toyota/yaris/cb205260/id/13262674/,BeForward
CB205261,2011 NISSAN ELGRAND,Nissan,Elgrand,2011,59000.0,3500.0,CVT,Petrol,8,Location,,,,,/nissan/elgrand/cb205261/id/13262675/,BeForward
CB205262,2019 HONDA N BOX,Honda,N,2019,26807.0,660.0,CVT,Petrol,4,Location,,,,,/honda/n-box/cb205262/id/13262676/,BeForward
CB205263,2014 MAZDA FLAIR WAGON,Mazda,Flair,2014,67000.0,660.0,CVT,Petrol,4,Location,,,,,/mazda/flair-wagon/cb205263/id/13262677/,BeForward
CB205264,2015 DAIHATSU WAKE,Daihatsu,Wake,2015,77000.0,660.0,CVT,Petrol,4,Location,,,,,/daihatsu/wake/cb205264/id/13262678/,BeForward
CB205265,2010 NISSAN MOCO,Nissan,Moco,2010,47800.0,660.0,AT,Petrol,4,Location,,,,,/nissan/moco/cb205265/id/13262679/,BeForward
CB205253,"2013 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2013,64059.0,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205253/id/13262667/,BeForward
CB205254,"2020 MAZDA CX-30
                                 2.0 S",Mazda,Cx-30,2020,88060.0,1998.0,AT,Petrol,5,Location,,,,,/mazda/cx-30/cb205254/id/13262668/,BeForward
CB205213,"2014 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2014,115000.0,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205213/id/13262627/,BeForward
CB205214,"2014 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2014,88219.0,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205214/id/13262628/,BeForward
CB205215,"2014 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2014,115072.0,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205215/id/13262629/,BeForward
CB205216,"2015 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2015,77224.0,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205216/id/13262630/,BeForward
CB205217,"2015 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2015,57450.0,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205217/id/13262631/,BeForward
CB205218,"2015 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2015,56953.0,2000.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205218/id/13262632/,BeForward
CB205219,"2015 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2015,88000.0,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205219/id/13262633/,BeForward
CB205220,"2015 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2015,99256.0,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205220/id/13262634/,BeForward
CB205221,"2015 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2015,95970.0,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205221/id/13262635/,BeForward
CB205222,"2016 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2016,47000.0,2000.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205222/id/13262636/,BeForward
CB205223,"2016 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2016,70000.0,2000.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205223/id/13262637/,BeForward
CB205224,"2016 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2016,48000.0,2000.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205224/id/13262638/,BeForward
CB205225,"2016 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2016,90000.0,2000.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205225/id/13262639/,BeForward
CB205226,"2016 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2016,77013.0,2000.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205226/id/13262640/,BeForward
CB205227,"2016 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2016,65000.0,2000.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205227/id/13262641/,BeForward
CB205228,"2016 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2016,58626.0,2000.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205228/id/13262642/,BeForward
CB205229,"2016 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2016,80000.0,2000.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205229/id/13262643/,BeForward
CB205230,"2017 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2017,66000.0,2000.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205230/id/13262644/,BeForward
CB205231,"2017 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2017,56600.0,2000.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205231/id/13262645/,BeForward
CB205232,"2017 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2017,48973.0,2000.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205232/id/13262646/,BeForward
CB205233,"2017 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2017,61173.0,2000.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205233/id/13262647/,BeForward
CB205234,"2012 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2012,80000.0,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205234/id/13262648/,BeForward
CB205235,"2012 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2012,61256.0,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205235/id/13262649/,BeForward
CB205236,"2012 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2012,76600.0,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205236/id/13262650/,BeForward
CB205237,"2013 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2013,51000.0,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205237/id/13262651/,BeForward
CB205238,"2013 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2013,50000.0,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205238/id/13262652/,BeForward
CB205239,"2013 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2013,73102.0,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205239/id/13262653/,BeForward
CB205240,"2013 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2013,83275.0,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205240/id/13262654/,BeForward
CB205241,"2013 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2013,67000.0,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205241/id/13262655/,BeForward
CB205242,"2013 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2013,88893.0,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205242/id/13262656/,BeForward
CB205243,"2013 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2013,125000.0,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205243/id/13262657/,BeForward
CB205244,"2013 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2013,68400.0,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205244/id/13262658/,BeForward
CB205245,"2013 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2013,97404.0,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205245/id/13262659/,BeForward
CB205246,"2013 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2013,100197.0,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205246/id/13262660/,BeForward
CB205247,"2013 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2013,56542.0,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205247/id/13262661/,BeForward
CB205248,"2013 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2013,92604.0,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205248/id/13262662/,BeForward
CB205249,"2014 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2014,105000.0,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205249/id/13262663/,BeForward
CB205250,"2014 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2014,82747.0,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205250/id/13262664/,BeForward
CB205251,"2014 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2014,73400.0,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205251/id/13262665/,BeForward
CB205252,"2014 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2014,111946.0,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205252/id/13262666/,BeForward
CB205212,"2021 MAZDA CX-30
                                 2.0 S",Mazda,Cx-30,2021,42000.0,1998.0,AT,Petrol,5,Location,,,,,/mazda/cx-30/cb205212/id/13262626/,BeForward
BX545910,2020 DAIHATSU TAFT,Daihatsu,Taft,2020,50716.0,660.0,CVT,Petrol,4,Location,,,,,/daihatsu/taft/bx545910/id/10770526/,BeForward
BX629865,2022 TOYOTA HILUX,Toyota,Hilux,2022,15872.0,2400.0,AT,Diesel,5,Location,,,,,/toyota/hilux/bx629865/id/10854774/,BeForward
CB205195,"2011 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2011,70000.0,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205195/id/13262609/,BeForward
CB205196,"2011 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2011,92000.0,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205196/id/13262610/,BeForward
CB205197,"2011 LAND ROVER RANGE ROVER EVOQUE
                                 AUTOMATIC DIESEL",Land,Rover,2011,89000.0,2200.0,AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb205197/id/13262611/,BeForward
CB205194,"2017 HONDA HR-V
                                 1.8 E",Honda,Hr-V,2017,90000.0,1799.0,AT,Petrol,5,Location,,,,,/honda/hr-v/cb205194/id/13262608/,BeForward
CB205188,2013 TOYOTA 86,Toyota,86,2013,108959.0,2000.0,MT,Petrol,4,Location,,,,,/toyota/86/cb205188/id/13262602/,BeForward
CB205189,2012 MERCEDES-BENZ E-CLASS,Mercedes-Benz,E-Class,2012,41957.0,1800.0,AT,Petrol,5,Location,,,,,/mercedes-benz/e-class/cb205189/id/13262603/,BeForward
CB205190,2001 DAIHATSU HIJET TRUCK,Daihatsu,Hijet,2001,105468.0,660.0,MT,Petrol,ASK,Location,,,,,/daihatsu/hijet-truck/cb205190/id/13262604/,BeForward
CB205191,2013 SUBARU BRZ,Subaru,Brz,2013,156328.0,2000.0,AT,Petrol,4,Location,,,,,/subaru/brz/cb205191/id/13262605/,BeForward
CB205192,2011 DAIHATSU MOVE,Daihatsu,Move,2011,79100.0,660.0,CVT,Petrol,4,Location,,,,,/daihatsu/move/cb205192/id/13262606/,BeForward
CB205193,2016 TOYOTA PRIUS,Toyota,Prius,2016,106000.0,1800.0,CVT,Hybrid(Petrol),5,Location,,,,,/toyota/prius/cb205193/id/13262607/,BeForward
CB205199,2020 SUZUKI WAGON R,Suzuki,Wagon,2020,9975.0,660.0,AT,Hybrid(Petrol),4,Location,,,,,/suzuki/wagon-r/cb205199/id/13262613/,BeForward
CB205200,2013 DAIHATSU MIRA COCOA,Daihatsu,Mira,2013,54695.0,660.0,AT,Petrol,4,Location,,,,,/daihatsu/mira-cocoa/cb205200/id/13262614/,BeForward
CB205201,2003 DAIHATSU COPEN,Daihatsu,Copen,2003,65218.0,660.0,AT,Petrol,2,Location,,,,,/daihatsu/copen/cb205201/id/13262615/,BeForward
CB205202,2013 DAIHATSU TANTO,Daihatsu,Tanto,2013,85550.0,660.0,CVT,Petrol,4,Location,,,,,/daihatsu/tanto/cb205202/id/13262616/,BeForward
CB205203,2014 HONDA N-WGN,Honda,N-Wgn,2014,116995.0,660.0,CVT,Petrol,4,Location,,,,,/honda/n-wgn/cb205203/id/13262617/,BeForward
CB205204,2001 DAIHATSU MIRAGINO,Daihatsu,Miragino,2001,169467.0,660.0,AT,Petrol,4,Location,,,,,/daihatsu/miragino/cb205204/id/13262618/,BeForward
CB205205,2008 NISSAN X-TRAIL,Nissan,X-Trail,2008,90608.0,2000.0,CVT,Petrol,5,Location,,,,,/nissan/x-trail/cb205205/id/13262619/,BeForward
CB205206,2011 DAIHATSU TANTO,Daihatsu,Tanto,2011,82774.0,660.0,CVT,Petrol,4,Location,,,,,/daihatsu/tanto/cb205206/id/13262620/,BeForward
CB205207,2016 HONDA N BOX,Honda,N,2016,136120.0,660.0,CVT,Petrol,4,Location,,,,,/honda/n-box/cb205207/id/13262621/,BeForward
CB205208,2011 HONDA FIT HYBRID,Honda,Fit,2011,82641.0,1300.0,CVT,Hybrid(Petrol),5,Location,,,,,/honda/fit-hybrid/cb205208/id/13262622/,BeForward
CB205209,2019 SUZUKI CARRY TRUCK,Suzuki,Carry,2019,13700.0,660.0,MT,Petrol,2,Location,,,,,/suzuki/carry-truck/cb205209/id/13262623/,BeForward
CB205210,2013 SUZUKI WAGON R,Suzuki,Wagon,2013,75950.0,660.0,CVT,Petrol,4,Location,,,,,/suzuki/wagon-r/cb205210/id/13262624/,BeForward
CB205211,2023 DAIHATSU TANTO,Daihatsu,Tanto,2023,29500.0,660.0,CVT,Petrol,4,Location,,,,,/daihatsu/tanto/cb205211/id/13262625/,BeForward
CB205175,2015 SUBARU LEVORG,Subaru,Levorg,2015,135947.0,1600.0,AT,Petrol,5,Location,,,,,/subaru/levorg/cb205175/id/13262589/,BeForward
CB205176,2015 HONDA SHUTTLE,Honda,Shuttle,2015,148951.0,1500.0,AT,Hybrid(Petrol),5,Location,,,,,/honda/shuttle/cb205176/id/13262590/,BeForward
CB205177,2014 TOYOTA HIACE VAN,Toyota,Hiace,2014,137548.0,3000.0,AT,Diesel,ASK,Location,,,,,/toyota/hiace-van/cb205177/id/13262591/,BeForward
CB205178,2008 SUBARU STELLA,Subaru,Stella,2008,149177.0,660.0,CVT,Petrol,4,Location,,,,,/subaru/stella/cb205178/id/13262592/,BeForward
CB205179,2025 TOYOTA VELLFIRE HYBRID,Toyota,Vellfire,2025,10908.0,2500.0,CVT,Hybrid(Petrol),7,Location,,,,,/toyota/vellfire-hybrid/cb205179/id/13262593/,BeForward
CB205180,2022 HONDA FREED HYBRID,Honda,Freed,2022,7315.0,1500.0,CVT,Hybrid(Petrol),4,Location,,,,,/honda/freed-hybrid/cb205180/id/13262594/,BeForward
CB205181,2011 HONDA STEP WGN,Honda,Step,2011,131764.0,2000.0,CVT,Petrol,8,Location,,,,,/honda/step-wgn/cb205181/id/13262595/,BeForward
CB205182,2015 DAIHATSU MOVE,Daihatsu,Move,2015,220308.0,660.0,CVT,Petrol,4,Location,,,,,/daihatsu/move/cb205182/id/13262596/,BeForward
CB205183,2025 TOYOTA HIACE VAN,Toyota,Hiace,2025,10.0,2000.0,AT,Petrol,5,Location,,,,,/toyota/hiace-van/cb205183/id/13262597/,BeForward
CB205184,2025 TOYOTA HIACE VAN,Toyota,Hiace,2025,10.0,2800.0,AT,Diesel,5,Location,,,,,/toyota/hiace-van/cb205184/id/13262598/,BeForward
CB205185,2018 BMW X3,Bmw,X3,2018,46000.0,2000.0,AT,Diesel,5,Location,,,,,/bmw/x3/cb205185/id/13262599/,BeForward
CB205186,2005 HONDA ACTY TRUCK,Honda,Acty,2005,81439.0,660.0,MT,Petrol,ASK,Location,,,,,/honda/acty-truck/cb205186/id/13262600/,BeForward
CB205187,2014 NISSAN SERENA,Nissan,Serena,2014,98800.0,2000.0,CVT,Hybrid(Petrol),8,Location,,,,,/nissan/serena/cb205187/id/13262601/,BeForward
BU522010,2007 DAIHATSU MOVE,Daihatsu,Move,2007,67100.0,660.0,CVT,Petrol,4,Location,,,,,/daihatsu/move/bu522010/id/8860381/,BeForward
